lags_1,lags_2,lags_12,roll_mean_3,roll_mean_6,roll_mean_12,roll_std_3,roll_std_6,roll_std_12,growth_yoy,month_sin,month_cos,quarter,year,saison_1,saison_2,saison_3,is_summer,is_high_season,is_vacances,jours_feries_count,is_ramadan,is_special_event,Oil_price_lag1,FDI_lag1,Poverty_rate_lag1,REER_lag1,Oil_price_lag3,FDI_lag3,Poverty_rate_lag3,REER_lag3,is_covid,cdm_event,anomaly_zscore,anomaly_iforest,anomaly_prophet,TSI,TSI_lag1,TSI_lag3
187471.88663236666,187471.88663236666,,187471.88663236666,187471.88663236666,,0.0,0.0,,0.0,-0.5000000000000004,0.8660254037844384,4,1995,0,0,1,0,0,0,2,0,0,16.38770491803279,351690934.24657536,15.873972602739729,109.63150465753424,16.1,347909686.30136985,15.79041095890411,109.57434013698632,0,0,0,0,0,59.16,61.64,62.14
187471.88663236666,187471.88663236666,,187471.88663236666,187471.88663236666,,0.0,0.0,,0.0,-2.4492935982947064e-16,1.0,4,1995,0,0,0,0,1,1,0,0,0,16.53,353612552.0547945,15.916438356164385,109.66055547945206,16.25,349831304.10958904,15.832876712328767,109.60339095890411,0,0,0,0,0,59.19,59.16,59.08
187471.88663236666,187471.88663236666,187471.88663236666,187471.88663236666,187471.88663236666,187471.88663236666,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,1,1996,0,0,0,0,0,0,2,1,0,17.18,355472182.1917808,15.957534246575342,109.6886691780822,16.38770491803279,351690934.24657536,15.873972602739729,109.63150465753424,0,0,0,0,0,60.99,59.19,61.64
187471.88663236666,187471.88663236666,187471.88663236666,187471.88663236666,187471.88663236666,187471.88663236666,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,1,1996,0,0,0,0,0,0,0,1,0,16.98,357393800.0,16.0,109.71772,16.53,353612552.0547945,15.916438356164385,109.66055547945206,0,0,0,0,0,55.63,60.99,59.16
199932.0376184227,187471.88663236666,187471.88663236666,191625.27029438535,189548.578463376,188510.23254787133,7193.871525942835,5086.835338978997,3596.9357629714195,6.646410408452584,1.0,6.123233995736766e-17,1,1996,1,0,0,0,0,0,0,0,0,16.78,418542358.7431694,16.0,109.68616267759565,17.18,355472182.1917808,15.957534246575342,109.6886691780822,0,0,0,0,0,56.14,55.63,59.19
208722.37671238376,199932.0376184227,187471.88663236666,198708.76698772438,193090.32681004552,190281.1067212061,10677.927019659432,9137.149129299381,6823.342830086031,11.335294300253896,0.8660254037844387,-0.4999999999999998,2,1996,1,0,0,0,1,0,0,0,0,18.55,475745849.1803279,16.0,109.6566413114754,16.98,357393800.0,16.0,109.71772,0,0,0,0,0,59.07,56.14,60.99
245308.98510621404,208722.37671238376,187471.88663236666,217987.79981234018,202729.8432223534,195100.86492736006,24065.595561783775,22605.916107506975,17198.184188517687,30.851078267146388,0.49999999999999994,-0.8660254037844387,2,1996,1,0,0,0,1,0,1,0,0,20.8,536894407.9234973,16.0,109.62508398907104,16.78,418542358.7431694,16.0,109.68616267759565,0,0,0,0,0,57.98,59.07,55.63
219535.22401003563,245308.98510621404,187471.88663236666,224522.19527621116,208073.73278529826,197772.80970883244,18796.206804781585,22060.869726507117,18356.861635556874,17.103010992013616,1.2246467991473532e-16,-1.0,2,1996,0,1,0,1,0,0,0,0,0,18.95,596070432.5136611,16.0,109.59454464480876,18.55,475745849.1803279,16.0,109.6566413114754,0,0,0,0,0,61.33,57.98,56.14
247820.08527055944,219535.22401003563,187471.88663236666,237554.76479560303,218131.76589166373,202801.82626201515,15655.80702489936,24420.328239443053,22966.075267653374,32.19053252317022,-0.4999999999999997,-0.8660254037844388,3,1996,0,1,0,1,1,1,1,0,0,19.36672131147541,657218991.2568307,16.0,109.56298732240435,20.8,536894407.9234973,16.0,109.62508398907104,0,0,0,0,1,58.31,61.33,59.07
463828.33054016664,247820.08527055944,187471.88663236666,310394.5466069206,264191.17320963036,225831.5299209985,133628.03928512643,99679.20728577035,78240.46187838362,147.41220610306036,-0.8660254037844385,-0.5000000000000004,3,1996,0,1,0,1,1,1,3,0,0,19.77,716395015.8469946,16.0,109.53244797814207,18.95,596070432.5136611,16.0,109.59454464480876,0,0,0,0,0,57.08,58.31,57.98
300998.44018982456,463828.33054016664,187471.88663236666,337548.9520001835,281035.5736381973,235292.07605078668,112547.08099863399,95081.91969710383,80023.77350945341,60.55657496000136,-1.0,-1.8369701987210297e-16,3,1996,0,0,1,0,0,0,0,0,0,18.84,777543574.590164,16.0,109.5008906557377,19.36672131147541,657218991.2568307,16.0,109.56298732240435,0,0,0,0,0,64.3,57.08,61.33
191438.35611666812,300998.44018982456,187471.88663236666,318755.0422822198,278154.9035389114,235622.61517447847,137060.37804562366,97930.10838662,79816.21773931908,2.115767625510552,-0.8660254037844386,0.5000000000000001,4,1996,0,0,1,0,1,0,0,0,0,21.045573770491803,838692133.3333334,16.0,109.46933333333334,19.77,716395015.8469946,16.0,109.53244797814207,0,0,0,0,0,60.11,64.3,58.31
236071.92929593445,191438.35611666812,187471.88663236666,242836.24186747568,276615.3942371981,239672.61872977577,55092.37650486143,98619.90922038308,78370.79328120724,25.923909732061706,-0.5000000000000004,0.8660254037844384,4,1996,0,0,1,0,0,0,2,0,0,23.18,897868157.9234973,16.0,109.43879398907104,18.84,777543574.590164,16.0,109.5008906557377,0,0,0,0,0,60.87,60.11,57.08
183287.88826423904,236071.92929593445,187471.88663236666,203599.39122561386,270574.1716128987,239323.95219909845,28415.78484046649,103790.49261505198,78633.01192753429,-2.2318004279396106,-2.4492935982947064e-16,1.0,4,1996,0,0,0,0,1,1,0,0,0,22.3,959016716.6666667,16.0,109.40723666666666,21.045573770491803,838692133.3333334,16.0,109.46933333333334,0,0,0,0,0,57.17,60.87,64.3
228206.6960801577,183287.88826423904,187471.88663236666,215855.50454677703,267305.2734144984,242718.51965308105,28477.231187908987,104952.82002074031,77054.48829735244,21.728489630913153,0.49999999999999994,0.8660254037844387,1,1997,0,0,0,0,0,0,2,1,0,21.47549668874172,1018192741.2568308,16.0,109.37669732240435,23.18,897868157.9234973,16.0,109.43879398907104,0,0,0,0,0,59.41,57.17,60.11
207722.5387667392,228206.6960801577,199932.0376184227,206405.70770371193,224620.9747855938,244406.0739976121,22488.338243126695,42597.10398833981,75948.36162965528,10.801967429966803,0.8660254037844386,0.5000000000000001,1,1997,0,0,0,0,0,0,0,0,0,20.623509933774837,1079341300.0,16.0,109.34514,22.3,959016716.6666667,16.0,109.40723666666666,0,0,0,0,0,61.08,59.41,60.87
204866.79125520794,207722.5387667392,208722.37671238376,213598.67536736827,208599.03329649105,244817.30346734417,12731.242096565746,20440.456119487688,75698.61030808164,2.468215547426861,1.0,6.123233995736766e-17,1,1997,1,0,0,0,0,0,0,0,0,19.771523178807943,1013890605.9178082,16.01698630136986,109.59260493150686,21.47549668874172,1018192741.2568308,16.0,109.37669732240435,0,0,0,0,0,57.95,61.08,57.17
208065.27375696148,204866.79125520794,245308.98510621404,206884.86792630283,211370.18623653997,244762.54488772564,1756.087100970404,18701.772954116397,75727.3263976421,-0.3148215183117403,0.8660254037844387,-0.4999999999999998,2,1997,1,0,0,0,1,0,0,0,0,19.00198675496689,954773849.9726028,16.03232876712329,109.8161216438356,20.623509933774837,1079341300.0,16.0,109.34514,0,0,0,0,0,61.8,57.95,59.41
249297.7160497052,208065.27375696148,219535.22401003563,220743.2603539582,213574.48402883508,245094.93913301663,24780.542319303437,22574.097515294317,75738.69609389047,1.6260027906291794,0.49999999999999994,-0.8660254037844387,2,1997,1,0,0,0,1,0,1,0,0,18.15,889323155.8904109,16.04931506849315,110.06358657534248,19.771523178807943,1013890605.9178082,16.01698630136986,109.59260493150686,0,0,0,0,0,59.39,61.8,61.08
236840.61761420558,249297.7160497052,247820.08527055944,231401.20247362406,222499.93892049618,246537.05526669745,21147.55310100436,18406.531514741553,75371.64245214954,7.882741223968172,1.2246467991473532e-16,-1.0,2,1997,0,1,0,1,0,0,0,0,0,18.24,825983774.5205479,16.065753424657533,110.30306876712328,19.00198675496689,954773849.9726028,16.03232876712329,109.8161216438356,0,0,0,0,0,60.2,59.39,57.95
285377.1660646653,236840.61761420558,463828.33054016664,257171.83324285867,232028.3505845808,249666.8119995396,25208.14203882525,31844.110460285632,76204.92280662936,15.154978561605542,-0.4999999999999997,-0.8660254037844388,3,1997,0,1,0,1,1,1,1,0,0,18.60728260869565,760533080.4383562,16.0827397260274,110.55053369863012,18.15,889323155.8904109,16.04931506849315,110.06358657534248,0,0,0,0,1,59.46,60.2,61.8
462108.97393429425,285377.1660646653,300998.44018982456,328108.91920438834,274426.08977917326,249523.53228238356,118557.8345559005,96572.40586733518,75766.00500258239,-0.3706881388357761,-0.8660254037844385,-0.5000000000000004,3,1997,0,1,0,1,1,1,3,0,0,18.962717391304345,697193699.0684931,16.09917808219178,110.79001589041096,18.24,825983774.5205479,16.065753424657533,110.30306876712328,0,0,0,0,0,65.62,59.46,59.39
303292.96221753047,462108.97393429425,191438.35611666812,350259.70073883,290830.451606227,249714.74245135908,97277.63809690766,90566.36204081005,75910.47919639605,0.7623036273074615,-1.0,-1.8369701987210297e-16,3,1997,0,0,1,0,0,0,0,0,0,19.33,631743004.9863014,16.116164383561642,111.0374808219178,18.60728260869565,760533080.4383562,16.0827397260274,110.55053369863012,0,0,0,0,0,60.99,65.62,60.2
235234.856160519,303292.96221753047,236071.92929593445,333545.5974374479,295358.7153401533,253364.4507883466,116423.29140777305,86173.19095915355,73879.56712325553,22.877599313044676,-0.8660254037844386,0.5000000000000001,4,1997,0,0,1,0,1,0,0,0,0,19.6044262295082,566292310.9041096,16.133150684931508,111.28494575342468,18.962717391304345,697193699.0684931,16.09917808219178,110.79001589041096,0,0,0,0,0,58.41,60.99,59.46
255178.09283287264,235234.856160519,183287.88826423904,264568.63707030733,296338.7781373479,254956.6310830915,34987.32900384457,85575.92866143257,73678.62176822964,8.093365269611171,-0.5000000000000004,0.8660254037844384,4,1997,0,0,1,0,0,0,2,0,0,19.87,502952929.53424656,16.14958904109589,111.52442794520547,19.33,631743004.9863014,16.116164383561642,111.0374808219178,0,0,0,0,0,63.14,58.41,65.62
210950.39829827312,255178.09283287264,228206.6960801577,233787.78243055494,292023.74158469244,257261.84025259432,22149.328607125353,89728.06126795895,71636.90282961655,15.092382969765094,-2.4492935982947064e-16,1.0,4,1997,0,0,0,0,1,1,0,1,0,18.92475409836066,437502235.45205474,16.16657534246575,111.77189287671231,19.6044262295082,566292310.9041096,16.133150684931508,111.28494575342468,0,0,0,0,0,58.07,63.14,60.99
243803.10570458538,210950.39829827312,207722.5387667392,236643.86561191038,285094.73152467917,258561.54105462995,22966.56874654725,91922.37004190094,71201.99804645046,6.834334790487229,0.49999999999999994,0.8660254037844387,1,1998,0,0,0,0,0,0,2,1,0,18.01,374162854.0821917,16.183013698630138,112.01137506849317,19.87,502952929.53424656,16.14958904109589,111.52442794520547,0,0,0,0,0,61.67,58.07,58.41
203917.3812385401,243803.10570458538,204866.79125520794,219556.96174713285,242062.79940872014,258244.44459394668,21290.196214331954,35759.88720461634,71457.00756415946,-1.831846245857827,0.8660254037844386,0.5000000000000001,1,1998,0,0,0,0,0,0,0,0,0,16.910909090909094,308712160.0,16.2,112.25884,18.92475409836066,437502235.45205474,16.16657534246575,111.77189287671231,0,0,0,0,0,56.28,61.67,63.14
231475.47264366,203917.3812385401,208065.27375696148,226398.65319559517,230093.21781307505,260461.83470965107,20421.761085335038,19479.12222571818,70049.03826897382,12.988284350734492,1.0,6.123233995736766e-17,1,1998,1,0,0,0,0,0,0,0,0,15.811818181818182,352728919.01369864,16.2,112.25862053698631,18.01,374162854.0821917,16.183013698630138,112.01137506849317,0,0,0,0,0,57.9,56.28,58.07
218641.7393509109,231475.47264366,249297.7160497052,218011.53107770366,227327.69834480702,261343.2068424802,13789.85033725702,19778.73777529613,69393.30879493197,5.083244023845934,0.8660254037844387,-0.4999999999999998,2,1998,1,0,0,0,1,0,0,0,0,14.81909090909091,392485991.6712329,16.2,112.25842231232878,16.910909090909094,308712160.0,16.2,112.25884,0,0,0,0,0,61.74,57.9,61.67
266123.16896139964,218641.7393509109,236840.61761420558,238746.7936519902,229151.87769956156,262745.3279184547,24561.66975937473,23088.83117540504,69297.71557816568,6.749140416649374,0.49999999999999994,-0.8660254037844387,2,1998,1,0,0,0,1,0,1,0,0,13.72,436502750.6849315,16.2,112.25820284931508,15.811818181818182,352728919.01369864,16.2,112.25862053698631,0,0,0,0,0,63.13,61.74,56.28
246630.92998304218,266123.16896139964,285377.1660646653,243798.61276511758,235098.63298035637,263561.1872825244,23867.09146672797,22034.112876841336,69022.09100565773,4.13371340923635,1.2246467991473532e-16,-1.0,2,1998,0,1,0,1,0,0,0,0,0,14.6,479099614.24657536,16.2,112.25799046575342,14.81909090909091,392485991.6712329,16.2,112.25842231232878,0,0,0,0,0,61.74,63.13,57.9
282686.0062791014,246630.92998304218,462108.97393429425,265146.7017411811,241579.1164094424,263336.92396706075,18047.361243483185,29544.27494648069,68949.09700624297,-0.9430186103095848,-0.4999999999999997,-0.8660254037844388,3,1998,0,1,0,1,1,1,1,0,0,13.66,523116373.26027393,16.2,112.25777100273972,13.72,436502750.6849315,16.2,112.25820284931508,0,0,0,1,1,61.05,61.74,61.74
478637.5325608809,282686.0062791014,303292.96221753047,335984.8229410082,287365.80829649913,264714.30385260965,124849.26432741787,96502.93296988434,73308.2011201791,3.57676642499844,-0.8660254037844385,-0.5000000000000004,3,1998,0,1,0,1,1,1,3,0,0,11.93,565713236.8219178,16.2,112.25755861917808,14.6,479099614.24657536,16.2,112.25799046575342,0,0,0,0,0,60.62,61.05,63.13
361714.4091168863,478637.5325608809,235234.856160519,374345.98265228956,309072.29770870355,269582.7577608893,98584.57105716366,96063.55717742219,77899.29471311132,19.262381320096146,-1.0,-1.8369701987210297e-16,3,1998,0,0,1,0,0,0,0,0,0,12.02,609729995.8356164,16.2,112.25733915616438,13.66,523116373.26027393,16.2,112.25777100273972,0,0,0,0,0,57.71,60.62,61.74
223923.65493779638,361714.4091168863,255178.09283287264,354758.5322051879,309952.61697318446,268640.15765899577,127499.32561058877,95088.37026332952,78419.39386264893,-4.808471587647755,-0.8660254037844386,0.5000000000000001,4,1998,0,0,1,0,1,0,0,0,0,12.11,653746754.849315,16.2,112.25711969315068,11.93,565713236.8219178,16.2,112.25755861917808,0,0,0,0,0,59.64,57.71,61.05
249700.78111563402,223923.65493779638,210950.39829827312,278446.2817234389,307215.55233222357,268183.7150158926,73255.03967786497,96822.83291742181,78520.74849563884,-2.146466280248422,-0.5000000000000004,0.8660254037844384,4,1998,0,0,1,0,0,0,2,0,0,14.46,696343618.4109589,16.2,112.25690730958904,12.02,609729995.8356164,16.2,112.25733915616438,0,0,0,0,0,60.32,59.64,60.62
222988.07270206616,249700.78111563402,243803.10570458538,232204.16958516554,303275.07611872756,269186.85454954195,15159.729213149925,100203.7051347861,77796.6495317594,5.706400414931843,-2.4492935982947064e-16,1.0,4,1998,0,0,0,0,1,1,0,1,0,12.127377049180328,740360377.4246576,16.2,112.25668784657532,12.11,653746754.849315,16.2,112.25711969315068,0,0,0,0,0,64.15,60.32,57.71
251305.27271664602,222988.07270206616,203917.3812385401,241331.3755114487,298044.9538583183,269812.0351338804,15906.01039833506,102290.50611795098,77604.02491688625,3.0771416920139525,0.49999999999999994,0.8660254037844387,1,1999,0,0,0,0,0,0,2,0,0,9.87,782957240.9863014,16.2,112.25647546301369,14.46,696343618.4109589,16.2,112.25690730958904,0,0,0,0,0,62.4,64.15,59.64
264697.9723894816,251305.27271664602,231475.47264366,246330.4392693979,262388.36049641843,274877.0843964588,21295.320116270763,51355.085432543645,74846.76652619035,29.80647886991109,0.8660254037844386,0.5000000000000001,1,1999,0,0,0,0,0,0,0,0,0,10.34,826974000.0,16.2,112.256256,12.127377049180328,740360377.4246576,16.2,112.25668784657532,0,0,0,0,0,57.16,62.4,60.32
260826.53182513837,264697.9723894816,218641.7393509109,258943.25897708864,245573.7142811271,277323.0059949153,6892.106978046205,18039.431305280792,73771.3610290826,12.679986715768472,1.0,6.123233995736766e-17,1,1999,1,0,0,0,0,0,0,0,0,10.81,792965664.8767123,16.166027397260272,112.4767911890411,9.87,782957240.9863014,16.2,112.25647546301369,0,0,0,0,0,62.41,57.16,64.15
271106.76220498176,260826.53182513837,266123.16896139964,265543.7554732006,253437.56549232465,281695.0912327546,5192.041595960455,16966.29565091159,71497.05643585087,23.995886151393382,0.8660254037844387,-0.4999999999999998,2,1999,1,0,0,0,1,0,0,0,0,10.52,762248458.9589041,16.135342465753425,112.67598426301367,10.34,826974000.0,16.2,112.256256,0,0,0,0,0,60.67,62.41,62.4
330174.4511683956,271106.76220498176,246630.92998304218,287369.2483995052,266849.8438344516,287032.6980833376,37425.056075175395,35311.54696241744,72611.04529224144,24.068284793454563,0.49999999999999994,-0.8660254037844387,2,1999,1,0,0,0,1,0,1,0,0,14.6,728240123.8356165,16.101369863013698,112.8965194520548,10.81,792965664.8767123,16.166027397260272,112.4767911890411,0,0,0,0,0,59.97,60.67,57.16
329170.7671916161,330174.4511683956,282686.0062791014,310150.66018833115,284546.9595827099,293911.0178507187,33816.731401511264,35539.9545041108,72344.86944894081,33.46694480463144,1.2246467991473532e-16,-1.0,2,1999,0,1,0,1,0,0,0,0,0,14.41311475409836,695328831.7808219,16.06849315068493,113.10994060273973,10.52,762248458.9589041,16.135342465753425,112.67598426301367,0,0,0,0,0,63.23,59.97,62.41
361751.38146991056,329170.7671916161,478637.5325608809,340365.53327664075,302954.6443749207,300499.7991166195,18527.485598172898,42750.199268659315,74788.76378889945,27.969327605394923,-0.4999999999999997,-0.8660254037844388,3,1999,0,1,0,1,1,1,1,0,0,14.22,661320496.6575342,16.034520547945206,113.3304757917808,14.6,728240123.8356165,16.101369863013698,112.8965194520548,0,0,0,1,0,64.31,63.23,60.67
613404.1458104744,361751.38146991056,361714.4091168863,434775.431490667,361072.3399450861,311730.35022075224,155552.36189575616,129450.54534254702,107106.3727183948,28.156298677319402,-0.8660254037844385,-0.5000000000000004,3,1999,0,1,0,1,1,1,3,0,0,17.25,628409204.6027397,16.001643835616438,113.54389694246576,14.41311475409836,695328831.7808219,16.06849315068493,113.10994060273973,0,0,0,0,0,64.09,64.31,59.97
409395.4876488774,613404.1458104744,223923.65493779638,461517.0049764207,385833.83258237597,315703.7734317515,133677.85110651623,120328.1628714041,109975.26236996401,13.18196824074629,-1.0,-1.8369701987210297e-16,3,1999,0,0,1,0,0,0,0,0,0,19.175,594400869.479452,15.967671232876713,113.76443213150684,14.22,661320496.6575342,16.034520547945206,113.3304757917808,0,0,0,0,0,59.69,64.09,63.23
260351.94783616258,409395.4876488774,249700.78111563402,427717.1937651715,384041.3635209061,318739.46450661536,177237.7705509807,122440.564315998,107690.54616612555,16.268175378115185,-0.8660254037844386,0.5000000000000001,4,1999,0,0,1,0,1,0,0,0,0,21.1,560392534.3561645,15.933698630136986,113.98496732054794,17.25,628409204.6027397,16.001643835616438,113.54389694246576,0,0,0,1,0,61.05,59.69,64.31
317825.37316873734,260351.94783616258,222988.07270206616,329190.93621792574,381983.1838542964,324416.513844374,75168.9843455724,123625.2041137125,105493.44665452244,27.282490566801826,-0.5000000000000004,0.8660254037844384,4,1999,0,0,1,0,0,0,2,0,0,22.98,527481242.30136985,15.90082191780822,114.19838847123287,19.175,594400869.479452,15.967671232876713,113.76443213150684,0,0,0,1,0,62.68,61.05,64.09
262389.27928968775,317825.37316873734,251305.27271664602,280188.86676486256,370852.93587064167,327699.9477266758,32610.084952044912,132050.15077233018,102623.6806159397,17.66964757808614,-2.4492935982947064e-16,1.0,4,1999,0,0,0,0,1,1,0,1,0,21.32,493472907.17808217,15.866849315068494,114.41892366027398,21.1,560392534.3561645,15.933698630136986,113.98496732054794,0,0,0,1,0,64.33,62.68,59.69
351233.17953711824,262389.27928968775,264697.9723894816,310482.6106651811,369099.90221517626,336027.27329504845,44874.78995696349,132264.78698358824,99878.72303716518,39.76355360165635,0.49999999999999994,0.8660254037844387,1,2000,0,0,0,0,0,0,2,0,0,24.2,460561615.1232877,15.833972602739726,114.6323448109589,22.98,527481242.30136985,15.90082191780822,114.19838847123287,0,0,0,1,0,60.72,64.33,61.05
290515.8472287782,351233.17953711824,260826.53182513837,301379.43535186135,315285.1857848936,338178.76286498987,45407.29911561427,57592.738104163654,98470.68152378986,9.7537108449428,0.8660254037844386,0.5000000000000001,1,2000,0,0,0,0,0,0,0,0,0,25.775,426553280.0,15.8,114.85288,21.32,493472907.17808217,15.866849315068494,114.41892366027398,0,0,0,1,0,61.49,60.72,62.68
287418.0646667413,290515.8472287782,271106.76220498176,309722.36381087924,294955.6152878709,340394.7239351235,35982.772696024505,34712.235060845815,96857.71258093213,10.195102720389752,1.0,6.123233995736766e-17,1,2000,1,0,0,0,0,0,0,0,0,27.35,629662910.1092896,15.757650273224044,114.45946713114752,24.2,460561615.1232877,15.833972602739726,114.6323448109589,0,0,0,1,0,59.22,61.49,64.33
320861.03483598237,287418.0646667413,330174.4511683956,299598.31557716726,305040.4631211742,344540.91332104016,18479.082415256118,31267.070027513037,94662.09478625093,18.352280196309447,0.8660254037844387,-0.4999999999999998,2,2000,1,0,0,0,1,0,0,0,0,29.78,819668693.1147542,15.718032786885246,114.09143573770493,25.775,426553280.0,15.8,114.85288,0,0,0,0,0,59.03,59.22,60.72
350030.9346378976,320861.03483598237,329170.7671916161,319436.67804687377,310408.0566993676,346195.62027683196,31330.727181207658,36265.60513206929,94561.63094679399,6.013936995801897,0.49999999999999994,-0.8660254037844387,2,2000,1,0,0,0,1,0,1,0,0,29.74967391304348,1022778323.2240436,15.675683060109291,113.69802286885246,27.35,629662910.1092896,15.757650273224044,114.45946713114752,0,0,0,0,0,64.08,59.03,61.49
335264.0765004745,350030.9346378976,361751.38146991056,335385.34865811816,322553.85623449873,346703.39605257014,14585.328032499996,28294.40452217692,94478.22332656849,1.8511088821296615,1.2246467991473532e-16,-1.0,2,2000,0,1,0,1,0,0,0,0,0,29.72032608695652,1219336029.7814207,15.634699453551914,113.31730073770493,29.78,819668693.1147542,15.718032786885246,114.09143573770493,0,0,0,0,0,65.47,64.08,59.22
402815.5484341213,335264.0765004745,613404.1458104744,362703.5198574978,331150.91771733254,350125.4099662544,35514.027541404124,42845.87608892121,95807.14109912257,11.351488637680944,-0.4999999999999997,-0.8660254037844388,3,2000,0,1,0,1,1,1,1,0,0,29.69,1422445659.8907104,15.592349726775955,112.92388786885246,29.74967391304348,1022778323.2240436,15.675683060109291,113.69802286885246,0,0,0,1,0,61.93,65.47,59.03
706185.521085395,402815.5484341213,409395.4876488774,481421.7153399969,400429.1966934353,357857.19123916444,197559.805172932,154519.71436138605,119740.18685321746,15.125651808618128,-0.8660254037844385,-0.5000000000000004,3,2000,0,1,0,1,1,1,3,0,0,27.501475409836065,1619003366.4480877,15.55136612021858,112.54316573770492,29.72032608695652,1219336029.7814207,15.634699453551914,113.31730073770493,0,0,0,0,0,64.65,61.93,64.08
473421.7796432609,706185.521085395,260351.94783616258,527474.283054259,431429.81585618854,363192.71557202976,158743.7870291484,145720.19867163888,123609.42891418163,15.639227574803257,-1.0,-1.8369701987210297e-16,3,2000,0,0,1,0,0,0,0,0,0,25.24,1822112996.557377,15.509016393442623,112.14975286885246,29.69,1422445659.8907104,15.592349726775955,112.92388786885246,0,0,0,1,0,63.08,64.65,65.47
293359.29700244265,473421.7796432609,317825.37316873734,490988.8659103662,426846.19288393203,365943.32800255314,206973.00479189053,150255.67326889661,121461.51373137557,12.677972813574389,-0.8660254037844386,0.5000000000000001,4,2000,0,0,1,0,1,0,0,0,0,35.09,2025222626.6666667,15.466666666666669,111.75634,27.501475409836065,1619003366.4480877,15.55136612021858,112.54316573770492,0,0,0,0,0,60.6,63.08,61.93
353714.6418244548,293359.29700244265,262389.27928968775,373498.5728233861,427460.1440816915,368934.10039052955,91647.0259093094,149886.1000840089,120607.83897771608,11.292134513333346,-0.5000000000000004,0.8660254037844384,4,2000,0,0,1,0,0,0,2,1,0,33.383442622950824,2221780333.224044,15.425683060109291,111.37561786885246,25.24,1822112996.557377,15.509016393442623,112.14975286885246,0,0,0,0,0,63.14,60.6,64.65
